GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1890179249	2023-12-04 12:59:27.732825	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				15					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T22G7	L27226243	P	23.8480680	69.7747490	2023-09-24	07:21:00	obsr4399854	S155739358	Traveling	P22	EBIRD	63	1.001		3	1	G10884022	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835838955	2023-10-19 04:00:20.05185	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				11					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Ekal Mata-Bharudia Road, Kachchh, Gujarat, IN (23.61, 70.407)	L27225498	P	23.6101059	70.4068463	2023-09-24	09:04:00	obsr759009	S150779261	Traveling	P22	EBIRD	80	2.150		2	1	G10891906	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890179430	2023-12-11 08:49:37.608424	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				10					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T22G1	L27226160	P	23.7238400	69.8693850	2023-09-23	07:02:00	obsr4399854	S155739363	Traveling	P22	EBIRD	72	1.005		3	1	G10884026	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1838750198	2023-10-30 18:32:57.945198	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bhuj, Kachchh IN-GJ 23.28138, 69.54673	L27283353	P	23.2813790	69.5467310	2023-09-23	08:16:00	obsr2715313	S151066349	Traveling	P22	EBIRD	71	0.960		2	1	G10911037	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1826768036	2023-10-19 12:20:07.640004	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Great Rann of Kutch	L27083564	P	23.3272170	69.8652240	2023-09-14	16:39:00	obsr871021	S149873552	Traveling	P22	EBIRD	120	18.000		6	1	G10839260	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834291249	2023-09-27 04:25:21.647353	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				8					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Berdo , Kutch	L27225350	P	23.4448330	69.8928880	2023-09-24	09:10:00	obsr1391386	S150614769	Traveling	P22	EBIRD_IND	45	1.197		3	1	G10891943	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835950701	2023-10-01 03:24:14.259961	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Misariyado, Gujarat, IN (23.639, 69.791)	L27180984	P	23.6386751	69.7914678	2023-09-21	09:23:00	obsr360080	S150789725	Traveling	P22	EBIRD	18	7.940		4	1	G10871910	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834288685	2023-10-20 11:25:26.257608	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Nakhatrana, Kachchh IN-GJ 23.47657, 69.46906	L27226824	P	23.4765650	69.4690570	2023-09-24	07:29:00	obsr226203	S150620215	Incidental	P20	EBIRD_IND				3	0	G10885098	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833712126	2023-10-20 12:43:31.232988	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T16G4	L27215727	P	23.4168530	69.3057180	2023-09-23	08:42:00	obsr226203	S150566796	Traveling	P22	EBIRD_IND	42	1.006		3	1	G10880004	0	1	0			Pair flying	
URN:CornellLabOfOrnithology:EBIRD:OBS1837265388	2023-09-28 07:01:36.918585	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bhuj, Kachchh IN-GJ 23.27957, 69.72162	L27268092	P	23.2795660	69.7216210	2023-09-24	18:13:00	obsr2715313	S150915497	Traveling	P22	EBIRD	41	3.377		2	1	G10902823	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833361869	2023-12-11 08:49:31.380667	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Auto selected 22.82241, 69.37228	L27207656	P	22.8224090	69.3722840	2023-09-23	08:51:00	obsr359132	S150528953	Traveling	P22	EBIRD	38	8.896		8	1	G10878095	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1827211169	2023-10-19 07:05:19.307298	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bhuj, Kachchh IN-GJ	L27090352	P	23.4570750	69.8829870	2023-09-15	07:03:00	obsr676163	S149915680	Traveling	P22	EBIRD	206	25.000		6	1	G10841856	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890177148	2023-12-04 12:59:22.141795	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				15					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC23_T13G4	L27256826	P	22.8286226	69.4976570	2023-09-24	08:27:00	obsr4399854	S155739264	Traveling	P22	EBIRD_IND	58	1.000		3	1	G10895328	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832686699	2023-09-22 06:34:50.309462	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Nakhatrana, Kachchh IN-GJ 23.48159, 69.26415	L27194014	P	23.4815940	69.2641500	2023-09-22	14:35:00	obsr226203	S150459618	Traveling	P22	EBIRD_IND	18	3.275		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835871302	2023-09-26 03:30:12.50275	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T4G7 Lakhpat, Kachchh IN-GJ 23.62047, 68.84601	L27225157	P	23.6204730	68.8460080	2023-09-24	08:30:00	obsr2282674	S150782209	Traveling	P22	EBIRD	57	1.141		4	1	G10894801	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1825776498	2023-12-11 08:49:48.751882	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				X					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Chhari Dhandh Conservation Reserve	L3135946	H	23.5822381	69.3151474	2023-09-10	06:30:00	obsr562606	S149763140	Traveling	P22	EBIRD	210	15.000		4	1	G10834180	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1826470843	2023-12-11 08:49:28.418737	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bhuj, Kachchh IN-GJ 23.38763, 69.90332	L27077787	P	23.3876270	69.9033230	2023-09-14	07:33:00	obsr871021	S149842340	Traveling	P22	EBIRD	180	10.000		6	1	G10837809	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833806674	2023-09-26 08:50:44.122968	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T12G4	L27208498	P	23.2299317	69.1402258	2023-09-23	09:53:00	obsr1996915	S150576258	Traveling	P22	EBIRD	61	0.730		3	1	G10880467	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1824153813	2023-12-11 08:50:20.5219	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grasslands--Hodka	L4277454	H	23.6707922	69.6005988	2023-09-11	09:30:00	obsr1165592	S149599152	Historical	P62	EBIRD	30	1.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890178649	2023-12-04 12:59:26.069976	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				5					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T28G1	L27228193	P	23.4960646	70.6415270	2023-09-23	18:12:00	obsr4399854	S155739327	Traveling	P22	EBIRD_IND	29	1.080		2	1	G11248121	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833409779	2023-10-17 06:10:48.417768	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Koteshwer Highway, Kachchh, Gujarat, IN (23.671, 68.555)	L27208830	P	23.6708562	68.5553652	2023-09-23	13:20:00	obsr1173605	S150533847	Stationary	P21	EBIRD	19			5	1	G10878402	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1838844761	2023-10-30 18:33:13.399341	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T18G4	L27228567	P	23.2668807	69.6365861	2023-09-24	16:41:00	obsr1521950	S151079743	Traveling	P22	EBIRD	47	1.000		5	1	G10885640	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1846756729	2023-10-19 15:01:26.379191	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				5					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T2G7	L27228336	P	23.7997961	68.7882965	2023-09-24	16:13:00	obsr4422497	S151857789	Traveling	P22	EBIRD	27	1.000		4	1	G10884690	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1838872261	2023-09-30 11:15:46.077587	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T18G7	L27217417	P	23.3954516	69.6327267	2023-09-23	17:17:00	obsr3359651	S151080095	Traveling	P22	EBIRD	34	1.000		5	1	G10911571	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833561300	2023-10-19 08:05:13.369886	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T15G2	L27210379	P	23.0172176	69.5721891	2023-09-23	16:15:00	obsr1030717	S150549549	Traveling	P22	EBIRD_IND	31	1.060		4	1	G10879086	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833450217	2023-12-11 08:49:33.49472	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T30G6	L27209557	P	23.3982279	70.5049267	2023-09-23	10:20:00	obsr1065391	S150536432	Traveling	P22	EBIRD	45	1.000		3	1	G10878507	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1838791430	2023-09-30 10:04:30.484832	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				5					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grassland	L1157512	H	23.5871151	69.2488003	2023-09-30	16:25:00	obsr1131097	S151072234	Traveling	P22	EBIRD	163	30.461		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890180663	2023-12-04 12:59:30.531022	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC_23 T32G2	L27209267	P	23.4259779	70.3233412	2023-09-23	14:09:00	obsr4399854	S155739412	Traveling	P22	EBIRD	90	2.080		3	1	G10879640	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832684808	2023-10-19 08:46:03.444029	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grassland	L1157512	H	23.5871151	69.2488003	2023-09-21	07:25:00	obsr1500827	S150459546	Traveling	P22	EBIRD	255	7.000		4	1	G10874526	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833561612	2023-10-19 12:04:26.03631	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				7					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T15G1	L27211640	P	22.9711178	69.5342665	2023-09-23	17:59:00	obsr2335329	S150546015	Traveling	P22	EBIRD_IND	42	1.180		3	1	G10879087	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1836502139	2023-10-30 18:31:42.535522	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grasslands--Lodai	L5372104	H	23.4383142	69.9236441	2023-09-23	16:00:00	obsr1048754	S150843103	Traveling	P22	EBIRD	170	12.000		4	1	G10898573	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834267781	2023-10-19 14:12:27.201176	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				8					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T22G3	L27226204	P	23.7653350	69.8318380	2023-09-23	08:53:00	obsr391659	S150618355	Traveling	P22	EBIRD	81	1.004		3	1	G10884025	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834202672	2023-12-11 08:49:36.788066	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T2G4	L27225439	P	23.7105547	68.6346222	2023-09-24	09:34:00	obsr1173605	S150613798	Traveling	P22	EBIRD	29	1.200		4	1	G10884681	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890180143	2023-12-04 12:59:29.446533	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T30G4	L27223835	P	23.2747733	70.5754474	2023-09-23	16:34:00	obsr4399854	S155739391	Traveling	P22	EBIRD	38	1.000		3	1	G10882646	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1837223706	2023-10-30 18:32:02.265051	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Kali, Kachchh IN-GJ 23.64092, 68.77521	L27225631	P	23.6409160	68.7752060	2023-09-24	10:36:00	obsr4432559	S150912094	Traveling	P22	EBIRD	11	1.899		4	1	G10894792	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1825775276	2023-09-13 03:18:58.033107	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				X					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Chaparedi to Hobay Road	L27062833	P	23.3325207	69.8665774	2023-09-08	04:30:00	obsr987225	S149763101	Traveling	P22	EBIRD	150	15.000		3	1	G10834108	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834237657	2023-10-19 03:08:25.766003	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					T19_G7	L27225897	P	23.1796109	69.8514581	2023-09-24	10:22:00	obsr3568757	S150615992	Traveling	P22	EBIRD_IND	65	1.000		4	1	G10883863	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835187257	2023-12-11 08:49:40.259073	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				15					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T30G5	L27244483	P	23.3454316	70.3930946	2023-09-24	10:23:00	obsr1065391	S150710656	Traveling	P22	EBIRD	55	1.010		3	1	G10890533	0	1	0			Approximately written	
URN:CornellLabOfOrnithology:EBIRD:OBS1832583112	2023-12-20 23:17:30.718533	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Rudramata Bridge	L14122905	H	23.3580579	69.6952558	2023-09-22	08:58:00	obsr1391386	S150451780	Traveling	P22	EBIRD_IND	45	0.800		6	1	G10891936	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834446115	2023-09-24 09:55:21.782665	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				20					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Nakhatrana, Kachchh IN-GJ 23.42728, 69.36350	L27227238	P	23.4272830	69.3635000	2023-09-23	13:41:00	obsr1419186	S150638381	Stationary	P21	EBIRD_IND	20			3	1	G10885088	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832553504	2023-10-19 07:15:45.269722	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				5	FY	C4	FY		India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Fot Mahadev Scrub Forest	L3547732	H	23.2443165	69.2014706	2023-09-22	06:32:00	obsr2701602	S150448570	Traveling	P22	EBIRD	69	0.257		4	1	G10873828	0	1	0			2+3 Chicks	
URN:CornellLabOfOrnithology:EBIRD:OBS1838000417	2023-10-20 16:49:19.802904	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				7					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T15G1	L27211640	P	22.9711178	69.5342665	2023-09-23	17:59:00	obsr1482325	S150989099	Traveling	P22	EBIRD_IND	42	1.180		3	1	G10879087	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1826461749	2023-10-20 11:16:56.990641	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Epicenter Homestay, Lodai, Gujarat	L8402271	H	23.3878323	69.9032915	2023-09-14	10:27:00	obsr871021	S149842064	Traveling	P22	EBIRD	24	1.373		6	1	G10837808	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834102872	2023-10-12 13:18:02.226114	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Fot Mahadev Scrub Forest	L3547732	H	23.2443165	69.2014706	2023-09-22	07:15:00	obsr1500827	S150605478	Traveling	P22	EBIRD_IND	259	9.000		4	1	G10875810	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833787694	2023-09-30 11:11:18.691692	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T18G7	L27217417	P	23.3954516	69.6327267	2023-09-23	17:17:00	obsr2918706	S150574495	Traveling	P22	EBIRD	34	1.000		5	1	G10911571	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1841217097	2023-12-11 08:49:41.542463	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Chippar point	L27259464	P	23.9085280	70.4630950	2023-09-26	16:52:00	obsr226203	S151313185	Traveling	P22	EBIRD	53	2.188		5	1	G10899367	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1844631028	2023-10-30 18:37:01.319212	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Banni Grasslands--Lodai	L5372104	H	23.4383142	69.9236441	2023-09-23	16:00:00	obsr1500827	S151650499	Traveling	P22	EBIRD	170	12.000		4	1	G10898573	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1825773463	2023-12-11 08:48:55.589188	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				X					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bet.Dhrang-Kunariya rd.	L20791623	P	23.3999774	69.7770501	2023-09-08	10:30:00	obsr987225	S149763089	Traveling	P22	EBIRD	60	9.000		8	1	G10833834	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1834448334	2023-12-11 08:49:39.634353	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				15					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T26G4	L27228763	P	23.8977516	70.6920849	2023-09-24	07:55:00	obsr2681904	S150638504	Traveling	P22	EBIRD	78	1.754		4	1	G10884777	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890180276	2023-12-04 12:59:29.687021	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				1					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T14G3	L27209460	P	22.9009943	69.4128385	2023-09-23	10:22:00	obsr4399854	S155739398	Traveling	P22	EBIRD_IND	31	1.000		3	1	G10878489	0	1	0		Team 14 Grid 3		
URN:CornellLabOfOrnithology:EBIRD:OBS1890178497	2023-12-04 12:59:25.571608	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				3					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T18G1	L27228504	P	23.2319732	69.7712857	2023-09-24	09:22:00	obsr4399854	S155739318	Traveling	P22	EBIRD	34	1.010		5	1	G10885642	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1839890285	2023-12-11 08:49:42.181822	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T11G5	L27332953	P	23.0245790	69.0681950	2023-09-24	13:59:00	obsr1240749	S151184849	Traveling	P22	EBIRD	68	1.106		4	1	G10917746	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1825119631	2023-10-20 12:25:37.983365	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Vithon Road, Angiya Mota, Gujarat, IN (23.323, 69.322)	L27051215	P	23.3228766	69.3218146	2023-09-12	15:05:00	obsr633406	S149698206	Traveling	P22	EBIRD	30	19.860		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1828184415	2023-12-11 08:49:28.526971	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Great Rann of Kutch	L27083564	P	23.3272170	69.8652240	2023-09-16	16:14:00	obsr871021	S150017593	Traveling	P22	EBIRD	143	30.000		6	1	G10847419	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1827143029	2023-10-19 04:07:22.993112	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bhuj, Kachchh IN-GJ	L27090352	P	23.4570750	69.8829870	2023-09-15	07:03:00	obsr871021	S149909513	Traveling	P22	EBIRD	206	25.000		6	1	G10841856	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1832628112	2023-10-30 18:29:22.646822	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				2					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Bojardo Road, Kachchh, Gujarat, IN (23.54, 69.816)	L27180963	P	23.5397221	69.8156201	2023-09-21	07:24:00	obsr485649	S150454384	Traveling	P22	EBIRD	84	13.480		4	1	G10871939	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1833335974	2023-10-19 18:17:02.882816	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				4					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC_23 T5G6	L27207405	P	23.5822140	68.8704670	2023-09-23	07:24:00	obsr1662974	S150527680	Traveling	P22	EBIRD_IND	63	1.000		3	1	G10880671	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1827426005	2023-12-11 08:49:48.778694	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				X					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					Chhari Dhandh Conservation Reserve	L3135946	H	23.5822381	69.3151474	2023-09-10	06:30:00	obsr807222	S149938478	Traveling	P22	EBIRD	210	15.000		4	1	G10834180	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1835839001	2023-10-19 14:20:24.001596	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				6					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					PMC2023_T27G5	L27207914	P	23.5907285	71.0148924	2023-09-23	09:15:00	obsr3226404	S150779269	Traveling	P22	EBIRD	79	0.900		3	1	G10883415	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1890181598	2023-12-04 12:59:32.195158	22023	species	avibase-73ED9A54	Ashy-crowned Sparrow-Lark	Eremopterix griseus				5					India	IN	Gujarat	IN-GJ	Kachchh	IN-GJ-KA					T29G6	L27208610	P	23.4164213	70.8238162	2023-09-23	12:07:00	obsr4399854	S155739450	Traveling	P22	EBIRD	23	1.030		4	1	G10878307	0	1	0				
